ngram,freq
האיחוד הלאומי -- ישראל ביתנו,20831
"היושב -- ראש , חברי",20511
הליכוד -- גשר -- צומת,20262
משה גפני ( יהדות התורה,8862
"היושב -- ראש , אני",8588
היו -- ר ראובן ריבלץ,8540
צבי הנדל ( האיחוד הלאומי,7413
העבודה ) : אדוני היושב,6738
פינס -- פז ( העבודה,6714
פז ( העבודה -- מימד,6653
הליכוד ) : אדוני היושב,6541
"היושב -- ראש , כנסת",6513
להביע אי -- אמון בממשלה,6068
רשות הדיבור לחבר -- הכנסת,6015
"היושב -- ראש , רבותי",5589
המערך ) : אדוני היושב,5464
"היו""ר יולי -- יואל אדלשטיין",5332
"היושב -- ראש , אדוני",5261
ד ' שילנסקי : תודה,5254
מאיר פרוש ( יהדות התורה,5132
ראובן ריבלין : חבר הכנסת,5072
היו -- ד ראובן ריבלץ,4557
בנימין אלון ( האיחוד הלאומי,4245
"ש""ס ) : אדוני היושב",4092
"היושבת -- ראש , חברי",3998
בר -- און ( הליכוד,3940
ד ' תיכון : תודה,3814
הקדוש -- ברוך -- הוא,3808
ראובן ריבלין : תודה רבה,3738
ד ' תיכון : חבר,3694
של המאה התשע -- עשרה,3536
יהדות התורה ) : אדוני,3533
בא -- גד ( מולדת,3488
התורה ) : אדוני היושב,3444
מימד ) : אדוני היושב,3415
חד -- ש -- תע,3411
"ברכה ( חד""ש -- תע""ל",3343
ש -- תע -- ל,3327
ואף -- על -- פי,3320
ע ' עלי : תודה,3315
ישראל ביתנו ) : אדוני,3216
נמנעים -- אין ההצעה להעביר,3210
אריה אלדד ( האיחוד הלאומי,3202
ד ' שילנסקי : חבר,3159
יהודה אריאל ( האיחוד הלאומי,3080
על -- פי -- כן,3074
יעקב ליצמן ( יהדות התורה,3072
שינוי ) : אדוני היושב,3025
הכנסת עבד -- אלמאלכ דהאמשה,2947
זאב ( ש -- ס,2941
ההצעה להסיר מסדר -- היום,2920
ביתנו ) : אדוני היושב,2905
אורי יהודה אריאל ( האיחוד,2857
"מפד""ל ) : אדוני היושב",2813
אף -- על -- פי,2811
יעקב ז'אק אמיר ( המערך,2793
א ' סלמוביץ : תודה,2792
חוק הביטוח הלאומי ( תיקון,2756
הכנסת אופיר פינס -- פז,2723
על -- כל -- פנים,2709
את הנושא בסדר -- היום,2696
חבר הכנסת עבד -- אלמאלכ,2688
משה כחלון : תודה רבה,2687
על -- ידי -- זה,2610
יסוד : כבוד האדם וחירותו,2520
אליעזר כהן ( האיחוד הלאומי,2495
משה גפני ( דגל התורה,2495
קולט אביטל : תודה רבה,2448
ש ' וייס : אני,2435
כבל ( העבודה -- מימד,2433
אין נמנעים -- אין ההצעה,2426
נ ' חזן : חבר,2404
צ'רלי ביטון ( החזית הדמוקרטית,2399
ש ' וייס : חבר,2379
יהדות התורה ) : אני,2354
אברהם רביץ ( יהדות התורה,2345
פולישוק -- בלוך ( שינוי,2322
צומת ) : אדוני היושב,2319
ברכה ( חד -- ש,2313
יושב -- ראש ועדת הכנסת,2296
נ ' חזן : אני,2290
ביטון ( החזית הדמוקרטית לשלום,2272
קבוצת חברי הכנסת ) הצעת,2259
העבודה ) : חבר הכנסת,2248
שוחט ( העבודה -- מימד,2243
חברי הכנסת ) הצעת חוק,2236
רמון ( העבודה -- מימד,2191
ר ' אדרי : אני,2172
דוד טל ( עם אחד,2161
ד ' טל : תודה,2145
יורי שטרן ( האיחוד הלאומי,2123
"היו""ר קולט אביטל : תודה",2107
היו -- ר משה כחלון,2092
היו -- ר נסים דהן,2072
חברי הכנסת : הצעת חוק,2067
ע ' עלי : חבר,2037
ראובן ריבלץ : חבר הכנסת,2012
כאמור בסעיף קטן ( א,2008
שמואל הלפרט ( יהדות התורה,2003
הצעת חוק העונשין ( תיקון,1983
אברהם בייגה שוחט ( העבודה,1979
בן -- מנחם : תודה,1970
טובי ( החזית הדמוקרטית לשלום,1963
א ' סלמוביץ : חבר,1957
"טיבי ( חד""ש -- תע""ל",1948
שי וייס : חבר הכנסת,1920
הצעות להביע אי -- אמון,1902
ישראל ביתנו ) : אני,1901
"היו""ר שי וייס : חבר",1899
אלוני ( התנועה לזכויות האזרח,1894
מרצ ) : אדוני היושב,1893
אביטל ( העבודה -- מימד,1891
ד ' שילנסקי : אני,1874
ש ' וייס : תודה,1860
"היושב -- ראש , כבוד",1856
תופיק טובי ( החזית הדמוקרטית,1855
"היו""ר שי וייס : אני",1828
מג'אדלה ( העבודה -- מימד,1812
המאוחדת ) : אדוני היושב,1811
להסיר מסדר -- היום את,1807
הובא למנוחת -- עולמים בבית,1806
שולמית אלוני ( התנועה לזכויות,1798
עמיר פרץ ( עם אחד,1774
אדלשטיין : תודה לחבר הכנסת,1756
וקבוצת חברי הכנסת : הצעת,1756
התיקון של חבר -- הכנסת,1753
של בית -- המשפט העליון,1751
כהן ( ש -- ס,1733
אורי אריאל ( האיחוד הלאומי,1728
חבר הכנסת בר -- און,1724
מסדר -- היום את הצעת,1713
ד ' תיכון : רבותי,1713
המדיניות הכלכלית לשנת הכספים 2004,1704
על -- פי -- רוב,1693
ארבלי -- אלמוזלינו ( המערך,1692
אנחנו ממשיכים בסדר -- היום,1689
ועל -- ידי -- זה,1687
ד ' טל : חבר,1684
"ב -- "" הערות והסברים",1676
סלמוביץ : תודה רבה לחבר,1671
טיבי ( חד -- ש,1620
